"ph","Hardness","Solids","Chloramines","Sulfate","Conductivity","Organic_carbon","Trihalomethanes","Turbidity","Potability"
0.354549399650531,0.286084967870581,-0.0998263464907327,0.126224212191559,0.907918555269903,1.73198172879002,-1.228078026578,1.32088159539104,-1.32253870001086,0
0.710160023247112,0.946458257235144,-0.208947500145894,1.50020260721718,-0.16808580415433,-0.0866192673896621,0.795853234378226,1.53173547905954e-05,-1.20055036722236,0
0.860908275780023,0.609787171756008,0.052028784543129,0.654153602730891,0.601060462672048,-0.777347762711298,1.28489131891733,2.17813691610976,0.867026244478538,0
1.39802444715004,-0.525955965606386,-0.447856399290785,-0.397874225804278,-0.632418549545098,-0.338690363123236,-0.860494522714702,-2.21024478605006,0.139164923014875,0
-1.03186608985577,-0.279779083791808,0.884909039330247,0.29637055340811,-0.195952079879134,-1.81080757105156,-1.84567275493398,-0.738548620023524,-1.85286489343775,0
1.0819191427482,0.233894506119264,-0.980840557729322,-1.77736026814675,-0.812517256465794,0.612368745621285,-0.609240284277068,-0.232541201024949,0.568168214891054,0
0.198653323449504,-1.05780700989452,1.34327508586131,0.300426492411421,-0.197377084439666,-0.00202882214485653,0.396040144626085,0.791083694696034,-0.403460867560732,0
0.623854799287856,0.757248130866027,-0.350257353930641,0.689657737307563,0.0646713019668485,-0.766966629498806,0.0650846096066789,0.646346527511314,0.0558784001765004,0
0.031853716307809,-1.35873642362574,-0.354816729643641,-2.44288564397287,-1.36568423432991,-0.97145537679638,0.502939268899978,0.839932643310329,-0.688108239836194,0
-0.398499158096625,-1.58164180335907,0.709513014795247,-0.195065035562806,-0.915257658701511,-0.571459633987563,1.57630240283466,0.647892995463949,0.584665149452057,0
0.292570403363779,0.301600336707415,0.840274037671284,-1.42299500189783,-0.0420901256107946,0.238391104796427,-0.339596787569678,0.249159756098919,1.06238426586478,0
-0.503250359504014,-0.333727858356387,2.40909876278399,1.74619163695851,0.801622484403219,1.13828931875333,-0.866264292101497,0.555534015032347,0.535203936748259,0
-0.0152728128441554,0.496322106424348,1.16111136486601,2.06971420194903,-0.0726176112846363,-1.37802833444221,1.89638788747301,-0.627224189473745,0.393338170495511,0
0.205863885493978,0.613993189810396,0.499006724698454,-1.86800463501628,0.0435143058729263,0.553791384923186,-0.563905186108222,-0.232607454073858,-1.85208809796725,0
0.208893886756136,1.05564962474848,0.0875639907156923,2.2360112072968,-0.291243847375637,1.6135491303955,0.628375732631261,-1.35079869651085,0.215865407506849,0
-0.286494106979267,-0.963493115209751,1.15662696181506,-0.876225312427502,-0.611439801756021,1.22476210527064,1.1126273706044,0.682073688790102,-0.288556541195046,0
0.0204617123391076,0.664555925303062,-0.55573816609856,-1.05127579247716,-0.188944004354062,0.133680904783884,-0.0399299675484269,-0.421501976629424,1.95873639851338,0
-1.1591636012768,-1.9037370073992,-0.536016007735424,2.04332642385151,-0.151629591157248,0.59073098075873,-0.954659281776706,-0.609225816880709,1.12469938408639,0
-0.387479503471085,0.0770714533235434,-0.0469369991407948,1.07949320500799,-0.277269022961603,-0.15296854589188,0.181817721886866,0.862217825535649,1.61910087240573,0
-0.421982029779213,-1.73206694181663,-1.03617674643374,0.54782807596639,-0.794253436331681,-1.57961382868172,-0.49517269780937,-1.08406613675456,0.0468776841374574,0
0.230720218003455,2.38644431100522,0.589672553359322,0.404300497164724,1.61694656914259,-0.762200199312235,-1.23769490176636,-0.86115730942545,0.0293850913800566,0
-0.599122891786634,-1.65065850754791,-0.792574892705713,1.34090945289863,-0.71484181494058,1.72569211029317,0.702286378158276,-0.882487799911341,2.71977556163431,0
0.0745373571856973,0.447720190409479,-0.792226345263876,-0.781707212209177,0.111638507242072,-1.04139908429484,-1.99449581519133,0.328635694617707,1.47183800792867,0
1.90591718479356,-0.196376685844389,-0.237614417186885,-0.251175744117055,0.232641579951081,0.340626503474882,0.805335536415489,-1.24169504631907,-1.46143820655562,0
0.235715390725019,1.31540111454696,1.35605094693126,-0.189690223085379,1.40022090535699,-0.169283082154286,-1.27017574989928,-1.40817192577424,-1.06292891600784,0
0.263366844766741,1.2210485492021,-0.842843596461345,-1.14317629701225,-0.238009788634301,-0.51878863668584,-0.670648769104092,1.26243444227655,1.39336807403811,0
